Unnamed: 0.1,Unnamed: 0,Old Ref ID,Ref ID,Record Last Updated (dd/mm/yyyy),Operator (or Applicant),Site Name,Technology Type,Storage Type,Storage Co-location REPD Ref ID,Installed Capacity (MWelec),CHP Enabled,RO Banding (ROC/MWh),FiT Tariff (p/kWh),CfD Capacity (MW),Turbine Capacity (MW),No. of Turbines,Height of Turbines (m),Mounting Type for Solar,Development Status,Development Status (short),Are they re-applying (New REPD Ref),Are they re-applying (Old REPD Ref) ,Address,County,Region,Country,Post Code,X-coordinate,Y-coordinate,Planning Authority,Planning Application Reference,Appeal Reference,Secretary of State Reference,Type of Secretary of State Intervention,Judicial Review,Offshore Wind Round,Planning Application Submitted,Planning Application Withdrawn,Planning Permission Refused,Appeal Lodged,Appeal Withdrawn,Appeal Refused,Appeal Granted,Planning Permission Granted,Secretary of State - Intervened,Secretary of State - Refusal,Secretary of State - Granted,Planning Permission Expired,Under Construction,Operational,Heat Network Ref,lonlat,In Use,lon,lat,bins2,bins3,Speed10m,Marker,Speed25m,speedCat
53,53,10149W3,2643,14/04/2005,South Wales Power / SWALEC / National Windpower,Cilciffeth 'A' Wind Farm,Wind Onshore,,,7.8,,,,,,,,,Planning Permission Refused,Application Refused,,,"Mynydd Cilciffeth
near Fishguard
Dyfed",Dyfed,Wales,Wales,,200700.0,232500.0,Pembrokeshire County Council,,,,,,,01/02/1999,,01/10/1999,,,,,,,,,,,,,"(-4.90183422526567, 51.955179342153514)",Refused,-4.90183422526567,51.95517934215352,10,Wind Onshore,1,y-up,1,5.5 - 6
54,54,10156W3,2645,26/06/2002,South Wales Power / SWALEC,Gelligaer 'B' Wind Farm,Wind Onshore,,,9.8,,,,,,,,,Planning Application Withdrawn,Application Withdrawn,,,"Gelligaer B Wind Farm
Mynydd Fochriw
Fochriw
Mid Glamorgan",Mid Glamorgan,Wales,Wales,,310000.0,203500.0,Merthyr Tydfil County Borough Council,T/99/0295,,,,,,,26/06/2002,,,,,,,,,,,,,,"(-3.304347899651952, 51.7229728420828)",Withdrawn,-3.304347899651952,51.7229728420828,10,Wind Onshore,1,y-up,1,7 - 7.5
55,55,10157W3,2646,14/04/2005,South Wales Power / SWALEC / National Windpower,Cilciffeth 'B' Wind Farm,Wind Onshore,,,7.8,,,,,,,,,Planning Permission Refused,Application Refused,,,"Mynydd Cilciffeth
near Fishguard
Dyfed",Dyfed,Wales,Wales,,201000.0,232500.0,Pembrokeshire County Council,,,,,,,01/02/1999,,01/10/1999,,,,,,,,,,,,,"(-4.897474344888768, 51.95528680540198)",Refused,-4.897474344888768,51.95528680540198,10,Wind Onshore,1,y-up,1,5.5 - 6
56,56,11001W4,2648,16/02/2005,Worthyvale Manor Partnership,Worthy Vale Manor,Wind Onshore,,,10.1,,,,,,,,,Planning Permission Refused,Application Refused,,,"Worthyvale Manor
Camelford
Cornwall",Cornwall,South West,England,,211000.0,87500.0,Cornwall Council,,,,,,,08/11/1993,,28/06/1996,,,,,,,,,,,,,"(-4.675250616517684, 50.656434654333346)",Refused,-4.675250616517684,50.65643465433335,10,Wind Onshore,1,y-up,1,7.5 - 8
57,57,11008W3,2649,16/02/2005,RWE npower,Davidstow Wind Farm,Wind Onshore,,,7.8,,,,,,,,,Revised,Revised,3472.0,,Davidstow Trewinnow Farm Trevivian Davidstow,Cornwall,South West,England,,216000.0,85000.0,Cornwall Council,,,,,,,,16/02/2005,,,,,,,,,,,,,,"(-4.603349512468082, 50.63557772135889)",Withdrawn,-4.603349512468082,50.63557772135889,10,Wind Onshore,1,y-up,1,6.5 - 7
58,58,11008W4,2650,16/02/2005,Otterham Wind Farm Ltd - Powergen Renewables,Otterham Down Wind Farm,Wind Onshore,,,7.4,,,,,,5.0,,,Revised,Revised,3941.0,,"Rose Park Farm, Otterham Down, Camelford,",Cornwall,South West,England,,215700.0,90500.0,Cornwall Council,2002/0998,,,,,,20/05/2002,,21/01/2003,,,,,,,,,,,,,"(-4.610326803472088, 50.68489176536688)",Refused,-4.610326803472088,50.68489176536688,10,Wind Onshore,1,y-up,1,6.5 - 7
59,59,11021W3,2653,03/03/2010,John Laing Environmental Assets Group ,Moel Maelogen A,Wind Onshore,,,2.6,,,,,1.3,2.0,,,Operational,Operational,,,"Moel Maelogen
Nr Llanrwst
Conwy
Gwynedd",Gwynedd,Wales,Wales,,284700.0,361300.0,Conwy County Borough Council,,,,,,,20/08/1999,,,,,,,15/12/1999,,,,,,30/01/2003,,"(-3.7249756687259965, 53.136341857497634)",Operational,-3.724975668725997,53.136341857497634,10,Wind Onshore,1,y-up,1,6 - 6.5
60,60,11030W5,2654,14/03/2003,THE OLD RACECOURSE WINDFARM LTD,The Old Racecourse,Wind Onshore,,,2.2,,,,,,,,,Planning Permission Refused,Application Refused,,,"Bratton Fleming, North Devon",Devon,South West,England,,266200.0,137700.0,North Devon District Council,29679,,,,,,01/08/2000,,18/12/2001,,,,,,,,,,,,,"(-3.91326210401347, 51.1229132963308)",Refused,-3.91326210401347,51.1229132963308,10,Wind Onshore,1,y-up,1,7 - 7.5
61,61,11049W5,2655,14/03/2003,Farm Energy,Hore Down Windfarm,Wind Onshore,,,2.2,,,,,,,,,Planning Permission Refused,Application Refused,,,"Ilfracombe, North Devon",Devon,South West,England,,252600.0,143600.0,North Devon District Council,29678,,,,,,01/08/2000,,19/12/2001,,,,,,,,,,,,,"(-4.109876780149885, 51.17259008742855)",Refused,-4.109876780149885,51.17259008742855,10,Wind Onshore,1,y-up,1,8 - 9
62,62,12013W4,2659,22/04/2009,Powergen Renewables Developments Ltd,Out Newton Wind Farm,Wind Onshore,,,9.0,,,,,1.3,7.0,,,Operational,Operational,,,"Southfield Farms
Hull",Humberside,Yorkshire and Humber,England,,538800.0,421200.0,East Riding of Yorkshire Council,341/10033,,,,,,04/11/1998,,11/09/2000,,,,,,,,,,,31/01/2002,,"(0.09944618179685724, 53.668853677671436)",Operational,0.0994461817968572,53.66885367767144,10,Wind Onshore,1,y-up,1,6 - 6.5
63,63,12041W4,2662,05/08/2005,Renewable Energy Systems (RES),Eastfield Farm Wind Farm,Wind Onshore,,,11.4,,,,,,,,,Planning Permission Refused,Application Refused,,,Hollym Holderness,Humberside,Yorkshire and Humber,England,,534500.0,424000.0,East Riding of Yorkshire Council,347/10029A,,,,,,08/09/1998,,11/09/2000,,,,,,,,,,,,,"(0.03561860076912077, 53.69512739310681)",Refused,0.0356186007691207,53.69512739310681,10,Wind Onshore,1,y-up,1,6 - 6.5
64,64,12042W4,2663,08/12/2004,Eastern Wind Farms Ltd/ RES,Great Hill Wind Farm,Wind Onshore,,,10.1,,,,,,,,,Planning Permission Refused,Application Refused,,,"Littleborough
Rochdale",Greater Manchester,North West,England,,393500.0,416500.0,Rochdale Borough Council,,,,,,,02/06/1999,,22/03/2000,,,,,,,,,,,,,"(-2.099798845944138, 53.64496684970612)",Refused,-2.099798845944138,53.64496684970612,10,Wind Onshore,1,y-up,1,Under 5.5
65,65,12043W4,2664,08/10/2013,Renewable Energy Systems (RES),Hogshead Wind Farm,Wind Onshore,,,7.1,,,,,,,,,Planning Permission Refused,Application Refused,,,"Bacup
Lancashire",Lancashire,North West,England,,389200.0,422200.0,Rossendale Borough Council,,,,,,,01/06/1999,,21/02/2000,,,,,,,,,,,,,"(-2.165044121206234, 53.696127050192416)",Refused,-2.165044121206234,53.696127050192416,10,Wind Onshore,1,y-up,1,7.5 - 8
66,66,12057W3,2667,30/10/2011,Hepworth Building Products Limited,Hepworth Clay Pipeworks Wind Farm,Wind Onshore,,,3.4,,,,,,3.0,,,Planning Permission Refused,Application Refused,,,"Hepworth Clay Pipeworks
Land off Flint Lane
Crow Edge, Stocksbridge
South Yorkshire",South Yorkshire,Yorkshire and Humber,England,,418500.0,404500.0,Barnsley Metropolitan Borough Council,,,,,,,01/07/1994,,03/12/1996,,,,,,,,,,,,,"(-1.7223384813346485, 53.536827726604024)",Refused,-1.7223384813346485,53.53682772660402,10,Wind Onshore,1,y-up,1,7 - 7.5
67,67,A0008,2668,04/07/2012,Private Developer,Pentre Tump,Wind Onshore,,,9.2,,,,,3.07,3.0,,,Revised,Revised,3866.0,,"Radnor, Presteigne, ",Powys,Wales,Wales,,319500.0,257500.0,Powys County Council,RAD/2002/0397,,,,,,11/09/2002,,17/02/2010,,,,,,,,,,,,,"(-3.17952561010875, 52.20981735517541)",Refused,-3.17952561010875,52.20981735517541,10,Wind Onshore,1,y-up,1,6.5 - 7
68,68,A0011,2670,07/02/2011,Bolsterstone Plc,Newlands Farm Wind,Wind Onshore,,,6.9,,,,,2.3,3.0,,,Appeal Refused,Application Refused,,,"Carelton, Carlisle, Cumbria. CA4 0AE",Cumbria,North West,England,,343894.0,552176.0,Carlisle City Council,08/0707,APP/E0915/A/09/2101659,,,,,10/07/2008,,13/10/2008,,,15/03/2010,,,,,,,,,,"(-2.8755851571285524, 54.86120746799194)",Refused,-2.8755851571285524,54.86120746799194,10,Wind Onshore,1,y-up,1,6 - 6.5
69,69,A0012,2671,18/05/2012,Ventient (formerly Infinis),Burnhead Wind Farm,Wind Onshore,,,47.5,,,,,2.0,19.0,,,Revised,Revised,3839.0,,"Dalmellington, Charlmerston, Ayr, ",Strathclyde,Scotland,Scotland,,246766.0,606923.0,East Ayrshire Council,09/0180/FL,,,,,,30/03/2009,19/04/2012,,,,,,,,,,,,,,"(-4.41719813314149, 55.332406951215454)",Withdrawn,-4.41719813314149,55.332406951215454,10,Wind Onshore,1,y-up,1,5.5 - 6
70,70,A0016,2672,03/06/2013,Brockholes Farm,Brockholes Wind Cluster,Wind Onshore,,,2.4,,,,,0.8,3.0,,,Operational,Operational,,,"Brockholes Farm, Grantshouse, Duns, Borders. TD11 3RL",Borders,Scotland,Scotland,,382080.0,663751.0,Scottish Borders Council,09/00516/FUL,,,,,,14/04/2009,,,,,,,10/05/2010,,,,,28/02/2012,18/02/2013,,"(-2.28790669334554, 55.86659778654081)",Operational,-2.28790669334554,55.86659778654081,10,Wind Onshore,1,y-up,1,6 - 6.5
71,71,A0027,2673,17/10/2011,Falck Renewables,Kilbraur Windfarm Farlary - Extension,Wind Onshore,,,20.0,,,,,2.5,8.0,,,Operational,Operational,,,"Dunrobin Glen, Golspie, The Highlands. KW10 6SE",Highland,Scotland,Scotland,,283124.0,902064.0,Scottish Government (S36),09/00111/S36SU,,,,,,13/03/2009,,,,,,,01/12/2009,,,,,01/12/2010,01/09/2011,,"(-3.978663007893794, 57.9923859389047)",Operational,-3.978663007893794,57.9923859389047,10,Wind Onshore,1,y-up,1,6.5 - 7
72,72,A0028,2674,25/10/2011,Pennant Wind Energy Ventures,Maesgwyn,Wind Onshore,,,26.0,,,,,2.0,13.0,,,Operational,Operational,,,"Maesgwyn, Glynneath, Neath, West Glamorgan. SA11",West Glamorgan,Wales,Wales,,285500.0,205500.0,Neath Port Talbot County Borough Council,P/2006/1261,,,,,,01/10/2006,,,,,,,05/05/2009,,,,,01/07/2010,14/04/2011,,"(-3.659554358124413, 51.73647561352479)",Operational,-3.659554358124413,51.73647561352479,10,Wind Onshore,1,y-up,1,Under 5.5
73,73,A0034,2677,06/01/2012,Private Developer,Floods Ferry Farm,Wind Onshore,,,18.0,,,,,2.0,9.0,,,Appeal Refused,Application Refused,,,"Land North Of Floods Ferry Farm
Floods Ferry Road
March
Cambridgeshire PE15 0UW",Cambridgeshire,Eastern,England,,535656.0,293166.0,Fenland District Council,F/YR09/0272/F,10/00032/REF,,,,,17/04/2009,,04/01/2010,,,06/07/2011,,,,,,,,,,"(-0.0021223701024653554, 52.51949673400749)",Refused,-0.0021223701024653,52.51949673400749,10,Wind Onshore,1,y-up,1,5.5 - 6
74,74,A0042,2678,20/05/2009,Chamberlain,Clares Farm Close,Wind Onshore,,,2.6,,,,,1.3,2.0,,,Planning Application Withdrawn,Application Withdrawn,,,"Woolston, Warrington, Cheshire. WA1 4QE",Cheshire,North West,England,,365599.0,389200.0,Warrington Borough Council,2009/14106,,,,,,,20/05/2009,,,,,,,,,,,,,,"(-2.5188311066044182, 53.398497842139406)",Withdrawn,-2.5188311066044182,53.398497842139406,10,Wind Onshore,1,y-up,1,Under 5.5
75,75,A0056,2680,19/04/2013,,Spicer Hill Wind Farm,Wind Onshore,,,6.9,,,,,2.3,3.0,,,Operational,Operational,,,"34 Spicer Hill, Whitley Road, Penistone, Sheffield, South Yorks. S36 7G",South Yorkshire,Yorkshire and Humber,England,,420500.0,404500.0,Barnsley Metropolitan Borough Council,2009/0572,,,,,,27/04/2009,,,,,,,01/04/2010,,,,,,15/02/2013,,"(-1.6921625095189217, 53.53675392350314)",Operational,-1.6921625095189217,53.53675392350314,10,Wind Onshore,1,y-up,1,6.5 - 7
76,76,A0057,2681,15/12/2011,Airtricity Developments,Nether braco Farm,Wind Onshore,,,21.0,,,,,3.0,7.0,,,Planning Application Withdrawn,Application Withdrawn,,,"Airdrie Road, Caldercruix, Airdrie, Strathclyde",Strathclyde,Scotland,Scotland,ML6 8NY,284592.0,667142.0,North Lanarkshire Council,C/08/00462/FUL,,,,,,31/03/2008,27/10/2011,,,,,,,,,,,,,,"(-3.846535164378194, 55.88355165564546)",Withdrawn,-3.846535164378194,55.88355165564546,10,Wind Onshore,1,y-up,1,6.5 - 7
77,77,A0065,2682,03/07/2009,,Strensham Wind Cluster,Wind Onshore,,,6.0,,,,,2.0,3.0,,,Revised,Revised,3824.0,,"Pershore, ",Hereford and Worcester,West Midlands,England,,387500.0,241540.0,Tewkesbury Borough Council,,,,,,,31/10/2008,,06/05/2009,,,,,,,,,,,,,"(-2.1837824731449182, 52.0720828400377)",Refused,-2.1837824731449182,52.0720828400377,10,Wind Onshore,1,y-up,1,Under 5.5
78,78,A0066,2683,13/09/2011,,Ford Motor Company Ltd (Extension),Wind Onshore,,,2.0,,,,,2.0,1.0,,,Operational,Operational,,,"Thames Avenue, Dagenham. RM9 6SA",London,London,England,,549268.0,183277.0,Barking and Dagenham London Borough Council,U0009.09,,,,,,02/04/2009,,,,,,,16/07/2009,,,,,01/01/2010,12/08/2011,,"(0.15044912222743534, 51.52867924072731)",Operational,0.1504491222274353,51.52867924072731,10,Wind Onshore,1,y-up,1,Under 5.5
79,79,A0073,2684,06/12/2011,A7 Energy,Dusty Drum ,Wind Onshore,,,6.0,,,,,2.0,3.0,,,Planning Permission Refused,Application Refused,,4035,"Carmyllie, Arbroath, ",Tayside,Scotland,Scotland,DD11 2QS,355120.0,742154.0,Angus Council,09/00494/FUL,,,,,,18/05/2009,,01/12/2009,,,,,,,,,,,,,"(-2.7319649730064017, 56.56917994956058)",Refused,-2.7319649730064017,56.56917994956058,10,Wind Onshore,1,y-up,1,7.5 - 8
80,80,A0081,2685,09/06/2010,Skelmonae Windfarm Ltd,Cloffrickford,Wind Onshore,,,9.2,,,,,2.3,4.0,,,Planning Application Withdrawn,Application Withdrawn,,,"Auchnagatt (Denmore), Ellon, Grampian. AB41 8YD",Grampian,Scotland,Scotland,,391476.0,839598.0,Aberdeenshire Council,APP/2009/1278,,,,,,,09/06/2010,,,,,,,,,,,,,,"(-2.1436700689448465, 57.446613262394905)",Withdrawn,-2.1436700689448465,57.446613262394905,10,Wind Onshore,1,y-up,1,7.5 - 8
81,81,A0082,2686,05/04/2012,,Breaker Hill,Wind Onshore,,,19.5,,,,,1.3,15.0,,,Revised,Revised,4102.0,,The site is located 8km South of Girvan between Pinwherry and Colmonell,Strathclyde,Scotland,Scotland,,218030.0,587200.0,South Ayrshire Council,09/00979/APP,,,,,,04/09/2009,,15/03/2012,,,,,,,,,,,,,"(-4.856893080189594, 55.14560639450097)",Refused,-4.856893080189594,55.14560639450097,10,Wind Onshore,1,y-up,1,6.5 - 7
82,82,A0083,2687,20/12/2011,FMC Technologies,FMC Technologies,Wind Onshore,,,1.5,,,,,0.75,2.0,,,Operational,Operational,,,"Pitreavie Crescent, Pitreavie Business Park, Dunfermline, KY11 8UT",Fife,Scotland,Scotland,,310010.0,685787.0,Fife Council,09/00301/WFULL,,,,,,12/02/2009,,,,,,,22/12/2009,,,,,01/04/2011,07/12/2011,,"(-3.446594758719101, 56.05644209370147)",Operational,-3.446594758719101,56.05644209370147,10,Wind Onshore,1,y-up,1,6 - 6.5
83,83,A0084,2688,23/02/2012,,Grise,Wind Onshore,,,27.0,,,,,3.0,9.0,,,Appeal Refused,Application Refused,,,"Skelton, Cumbria, CA11",Cumbria,North West,England,,349366.0,530215.0,Eden District Council,06/0075,APP/H0928/A/09/2093576/NWF,,,,,01/01/2006,,06/01/2009,,,15/03/2010,,,,,,,,,,"(-2.7865109926566407, 54.664458264020205)",Refused,-2.7865109926566407,54.664458264020205,10,Wind Onshore,1,y-up,1,Under 5.5
84,84,A0107,2689,15/05/2011,,Chase Farm,Wind Onshore,,,18.4,,,,,2.3,8.0,,,Appeal Refused,Application Refused,,,"Bardney Road, Baumber, Horncastle, Lincs",Lincolnshire,East Midlands,England,LN9 5NE,521562.0,373717.0,East Lindsey District Council,S/011/01270/09,APP/D2510/A/10/2121089,,,,,17/07/2009,,,,,16/12/2010,,,,,,,,,,"(-0.17965646643862782, 53.246560325080594)",Not Yet,-0.1796564664386278,53.246560325080594,10,Wind Onshore,1,y-up,1,5.5 - 6
85,85,A0125,2690,25/01/2010,Grange Wind Farm Ltd,Flixborough Grange Farmhouse,Wind Onshore,,,14.0,,,,,2.0,7.0,,,Revised,Revised,4069.0,,"Flixborough, Scunthorpe, ",Humberside,Yorkshire and Humber,England,,487532.0,412203.0,North Lincolnshire Council,WF/2009/0573,,,,,,11/05/2009,,19/08/2009,,,,,,,,,,,,,"(-0.6787971794130149, 53.59909564063405)",Refused,-0.6787971794130149,53.59909564063405,10,Wind Onshore,1,y-up,1,6 - 6.5
86,86,A0128,2691,09/06/2010,Boyndie Wind Farm,Boyndie Airfield Extension,Wind Onshore,,,2.3,,,,,2.3,1.0,,,Operational,Operational,,,"Boyndie, Banff, Grampian",Grampian,Scotland,Scotland,AB45 2LR,361206.0,863606.0,Aberdeenshire Council,APP/2008/2761,,,,,,05/08/2008,,,,,,,14/08/2009,,,,,,04/01/2010,,"(-2.6518203292243037, 57.660665128204826)",Operational,-2.651820329224304,57.660665128204826,10,Wind Onshore,1,y-up,1,7 - 7.5
87,87,A0133,2692,06/12/2010,West Coast Energy,Pressendye,Wind Onshore,,,16.1,,,,,2.3,7.0,,,Appeal Refused,Application Refused,,,"Cushnie, Alford, Grampian. AB33 8AE",Grampian,Scotland,Scotland,,357661.0,816269.0,Aberdeenshire Council,APP/2008/0237,PPA-110-2014,,,,,05/02/2008,,13/08/2009,,,12/11/2010,,,,,,,,,,"(-2.703019215817885, 57.23516918611709)",Refused,-2.703019215817885,57.23516918611709,10,Wind Onshore,1,y-up,1,Under 5.5
88,88,A0139,2693,13/09/2011,Oosterhof & Co,Hill of Corskie,Wind Onshore,,,8.0,,,,,2.0,4.0,,,Revised,Revised,3320.0,,"Gartly, Huntly, ",Grampian,Scotland,Scotland,,348723.0,833198.0,Aberdeenshire Council,APP/2008/2833,P/PPA-110/2030,,,,,29/08/2008,,10/11/2009,,,17/05/2010,,,,,,,,,,"(-2.8545884941143354, 57.3863057946165)",Refused,-2.854588494114336,57.3863057946165,10,Wind Onshore,1,y-up,1,5.5 - 6
89,89,A0150,2694,29/11/2011,M H Leyland Ltd,Blue Gates Farm,Wind Onshore,,,1.5,,,,,1.5,1.0,,,Operational,Operational,,,"Colchester Main Road, Alresford, Colchester",Essex,Eastern,England,CO7 8DE,606950.0,222545.0,Tendring District Council,09/00508/FUL,,,,,,05/06/2009,,,,,,,11/09/2009,,,,,,01/03/2010,,"(1.0042149197587922, 51.86308968702904)",Operational,1.0042149197587922,51.86308968702904,10,Wind Onshore,1,y-up,1,5.5 - 6
90,90,A0152,2695,21/02/2017,Ecotricity / Next Generation,Celcon Blocks Ltd,Wind Onshore,,,2.0,,,,,2.0,1.0,,,Operational,Operational,,,"Heck and Pollington Lane, Pollington, Goole, Humbs",Humberside,Yorkshire and Humber,England,DN14 0BA,460597.0,420445.0,East Riding of Yorkshire Council,09/02681/STPLF,12/00045/REFUSE,,,,,04/08/2009,,16/01/2012,18/05/2012,,,17/10/2012,17/10/2012,,,,,15/04/2015,15/04/2016,,"(-1.0841333714004235, 53.67696722478946)",Operational,-1.0841333714004235,53.67696722478946,10,Wind Onshore,1,y-up,1,5.5 - 6
91,91,A0170,2696,23/06/2011,Private Developer,Hillcrest Farm,Wind Onshore,,,1.7,,,,,0.85,2.0,,,Planning Application Withdrawn,Application Withdrawn,,,"Balephetrish, Tiree, Scarinish, Strathclyde. PA77 6UY",Strathclyde,Scotland,Scotland,,101097.0,746972.0,Argyll and Bute Council,09/01037/DET,,,,,,06/07/2009,21/06/2011,,,,,,,,,,,,,,"(-6.8616908459662795, 56.51946229199094)",Withdrawn,-6.86169084596628,56.51946229199094,10,Wind Onshore,1,y-up,1,8 - 9
92,92,A0171,2697,28/10/2010,Hammers Hill Energy Ltd,Hammar's Hill,Wind Onshore,,,4.3,,,,,0.9,5.0,,,Operational,Operational,,,"Evie, Orkney",Orkney Islands,Scotland,Scotland,,338644.0,1023698.0,Orkney Islands Council,08/138/PPF,,,,,,11/03/2008,,,,,,,06/01/2009,,,,,01/09/2009,20/09/2010,,"(-3.0726605625138363, 59.095736801309506)",Operational,-3.0726605625138363,59.09573680130951,10,Wind Onshore,1,y-up,1,6.5 - 7
93,93,A0175,2698,31/03/2011,Nanclach Ltd,Tomatin,Wind Onshore,,,25.5,,,,,1.5,17.0,,,Planning Permission Refused,Application Refused,,,"Inverness, Highlands, IV33",Highland,Scotland,Scotland,,278423.0,829823.0,Highland Council,09/00439/FUL,,,,,,24/06/2009,,30/08/2010,,,,,,,,,,,,,"(-4.021698827916303, 57.342648560287714)",Refused,-4.021698827916303,57.342648560287714,10,Wind Onshore,1,y-up,1,Under 5.5
94,94,A0177,2699,08/10/2013,ABO Wind UK,Easter Muirhead Farm,Wind Onshore,,,15.0,,,,,3.0,5.0,,,Planning Permission Refused,Application Refused,,,"North of Saline, Dunfermline, Fife",Fife,Scotland,Scotland,KY12 9UG,298665.0,694024.0,Fife Council,09/01359/WEIA,,,,,,12/06/2009,,17/02/2010,,,,,,,,,,,,,"(-3.631814763160575, 56.12814837918503)",Refused,-3.631814763160575,56.12814837918503,10,Wind Onshore,1,y-up,1,5.5 - 6
95,95,A0178,2700,08/03/2012,Scotfarms Ltd,Woodlands Farm - Elion,Wind Onshore,,,2.3,,,,,2.3,1.0,,,Appeal Refused,Application Refused,,,"Udny, Ellon, Grampian",Grampian,Scotland,Scotland,AB41 6SP,387836.0,823758.0,Aberdeenshire Council,APP/2008/4051,P/PPA/110/2038,,,,,04/12/2008,,16/12/2009,,,25/06/2010,,,,,,,,,,"(-2.2035255218527636, 57.304244689766094)",Refused,-2.203525521852764,57.304244689766094,10,Wind Onshore,1,y-up,1,7.5 - 8
96,96,A0179,2701,09/06/2010,Private Developer,Mains of Cairnbrogie,Wind Onshore,,,9.2,,,,,2.3,4.0,,,Appeal Refused,Application Refused,,,"Oldmeldrum, Inverurie, Grampian",Grampian,Scotland,Scotland,AB51 0BR,385047.0,828018.0,Aberdeenshire Council,APP/2008/4093,P/PPA/110/2018,,,,,03/12/2008,,03/12/2008,,,27/11/2009,,,,,,,,,,"(-2.250073217491126, 57.34242735906428)",Refused,-2.250073217491126,57.34242735906428,10,Wind Onshore,1,y-up,1,7 - 7.5
97,97,A0179a,2702,06/12/2010,Private Developer,Mains of Cairnbrogie 2,Wind Onshore,,,6.9,,,,,2.3,3.0,,,Revised,Revised,2783.0,,"Oldmeldrum, Inverurie, ",Grampian,Scotland,Scotland,AB51 0BR,385355.0,829356.0,Aberdeenshire Council,APP/2010/0305,PPA-110-2018,,,,,05/02/2010,,20/05/2010,,,19/02/2010,,,,,,,,,,"(-2.2450363174410177, 57.354456200208595)",Refused,-2.2450363174410177,57.3544562002086,10,Wind Onshore,1,y-up,1,7 - 7.5
98,98,A0188,2703,09/06/2010,Airtricity Developments,Mile Hill,Wind Onshore,,,13.8,,,,,2.3,6.0,,,Planning Application Withdrawn,Application Withdrawn,,,"Kingoldrum, Kirriemuir, Tayside, Angus. DD8 5HX",Tayside,Scotland,Scotland,,336170.0,753405.0,Angus Council,08/00426/F,,,,,,,09/06/2010,,,,,,,,,,,,,,"(-3.0430840854432515, 56.66804179033342)",Withdrawn,-3.0430840854432515,56.66804179033342,10,Wind Onshore,1,y-up,1,6.5 - 7
99,99,A0189,2704,26/04/2012,FMC Corp UK Ltd,"F M C Land, Pitreavie Business Park",Wind Onshore,,,1.5,,,,,1.5,1.0,,,Operational,Operational,,,"Queensferry Road, Pitreavie Crescent, Dunfermline, Fife. KY11 8UD",Fife,Scotland,Scotland,,310145.0,685510.0,Fife Council,09/00301/WFUL,,,,,,13/02/2009,,,,,,,22/12/2009,,,,,,31/10/2011,,"(-3.4443347551679, 56.05397953994282)",Operational,-3.4443347551679,56.05397953994282,10,Wind Onshore,1,y-up,1,6 - 6.5
100,100,A0191,2705,06/08/2010,Derbyshire wind Energy,Rushley Lodge Farm,Wind Onshore,,,12.5,,,,,2.5,5.0,,,Appeal Refused,Application Refused,,,"off Wirestone Lane, Middle Moor, Matlock, Derbyshire. DE4 5LZ",Derbyshire,East Midlands,England,,431631.0,361642.0,Derbyshire Dales District Council,09/00060/FUL,,,,,,26/01/2009,,15/05/2009,,,22/04/2010,,,,,,,,,,"(-1.5284876928452904, 53.15098198606387)",Refused,-1.5284876928452904,53.15098198606387,10,Wind Onshore,1,y-up,1,7 - 7.5
101,101,A0196,2706,29/06/2015,Partnerships for Renewables,Haverigg Prison,Wind Onshore,,,10.0,,,,,2.0,5.0,121.0,,Revised,Revised,5077.0,,"Haverigg Prison, ",Cumbria,North West,England,LA18 5LU,313864.0,484173.0,Copeland Borough Council,4/12/2251/0F1,,,,,,09/05/2012,,01/09/2014,,,,,,,,,,,,,"(-3.3233622464362376, 54.24596837843879)",Refused,-3.3233622464362376,54.24596837843879,10,Wind Onshore,1,y-up,1,8 - 9
